1735689600000000,3330.93000000,3358.83000000,3329.32000000,3357.20000000,1029.37810000,1735693199999999,3443552.98693800,2997,634.72250000,2123351.97943900,0
1735693200000000,3357.20000000,3359.39000000,3335.69000000,3339.77000000,656.31070000,1735696799999999,2197406.04602800,1974,307.20020000,1028396.54559300,0
1735696800000000,3339.85000000,3360.68000000,3339.45000000,3355.12000000,650.73860000,1735700399999999,2180066.48143200,1882,393.28270000,1317439.57212100,0
1735700400000000,3355.12000000,3356.19000000,3343.99000000,3347.87000000,457.17860000,1735703999999999,1531255.43631700,1263,165.26950000,553474.32299800,0
1735704000000000,3347.86000000,3349.59000000,3332.59000000,3333.82000000,656.53930000,1735707599999999,2193058.16463300,2005,325.58840000,1087460.83886600,0
1735707600000000,3333.44000000,3343.56000000,3332.95000000,3337.99000000,399.43490000,1735711199999999,1333953.23241200,1089,229.09600000,765090.96985900,0
1735711200000000,3338.00000000,3340.93000000,3329.79000000,3338.52000000,408.92190000,1735714799999999,1363764.82720800,1364,232.45130000,775236.73136700,0
1735714800000000,3339.34000000,3342.00000000,3332.00000000,3339.97000000,679.84600000,1735718399999999,2268768.89110000,1396,280.82820000,936939.53572300,0
1735718400000000,3339.83000000,3341.97000000,3324.60000000,3330.47000000,520.95010000,1735721999999999,1736408.19368600,1909,242.54220000,808286.45315900,0
1735722000000000,3330.64000000,3334.59000000,3308.31000000,3328.03000000,1356.04300000,1735725599999999,4499924.18870100,4278,747.83290000,2481576.28267500,0
1735725600000000,3328.02000000,3332.14000000,3319.35000000,3320.36000000,672.84560000,1735729199999999,2237890.81508000,1953,320.03610000,1064605.02530800,0
1735729200000000,3320.21000000,3341.24000000,3316.80000000,3334.23000000,806.52160000,1735732799999999,2686000.86436000,2403,473.73010000,1577570.67701100,0
1735732800000000,3334.17000000,3345.51000000,3331.81000000,3340.66000000,749.55670000,1735736399999999,2503637.45033200,2228,457.06420000,1526694.32892100,0
1735736400000000,3340.53000000,3346.85000000,3326.09000000,3336.71000000,948.57310000,1735739999999999,3162591.69387900,2750,501.51880000,1672202.12787200,0
1735740000000000,3336.88000000,3352.54000000,3321.61000000,3338.96000000,1418.33510000,1735743599999999,4732626.60050000,4360,818.43770000,2730846.73243100,0
1735743600000000,3339.29000000,3348.00000000,3326.61000000,3345.61000000,1370.87820000,1735747199999999,4576846.24629200,4084,716.56170000,2392238.74017400,0
1735747200000000,3345.81000000,3349.83000000,3325.29000000,3331.62000000,1347.71550000,1735750799999999,4497085.89914100,4325,648.44260000,2164463.53770800,0
1735750800000000,3331.62000000,3337.63000000,3315.81000000,3336.65000000,1239.46280000,1735754399999999,4123404.52415400,3799,647.18560000,2153151.02614900,0
1735754400000000,3336.61000000,3343.99000000,3326.20000000,3340.57000000,1359.23650000,1735757999999999,4534224.34927300,3614,728.64050000,2431284.46013700,0
1735758000000000,3340.57000000,3356.99000000,3331.07000000,3349.50000000,2056.93610000,1735761599999999,6879599.75111500,4991,1214.79130000,4062611.30510300,0
1735761600000000,3349.67000000,3355.59000000,3345.34000000,3353.42000000,1481.04590000,1735765199999999,4962958.96636400,3156,800.88810000,2683739.18553500,0
1735765200000000,3353.25000000,3364.36000000,3346.87000000,3361.73000000,1128.23160000,1735768799999999,3785470.23327000,2892,702.22760000,2355891.48258200,0
1735768800000000,3362.27000000,3367.40000000,3352.20000000,3354.77000000,971.06700000,1735772399999999,3262222.96108700,2567,482.54330000,1620872.70610700,0
1735772400000000,3354.44000000,3360.15000000,3345.81000000,3353.21000000,583.46440000,1735775999999999,1955380.10720800,2272,307.88280000,1031971.12578500,0
1735776000000000,3353.23000000,3400.00000000,3347.59000000,3383.22000000,3104.38220000,1735779599999999,10468986.20025300,9379,1904.30910000,6418788.65274300,0
1735779600000000,3383.16000000,3398.76000000,3371.79000000,3377.60000000,1455.40660000,1735783199999999,4928101.07058400,4709,589.11530000,1995083.37484700,0
1735783200000000,3377.60000000,3391.80000000,3371.81000000,3391.79000000,1016.70830000,1735786799999999,3438109.71024400,3082,572.71900000,1936677.95849200,0
1735786800000000,3391.74000000,3395.28000000,3380.90000000,3382.82000000,446.11220000,1735790399999999,1510424.14790500,1205,190.85170000,646106.30112800,0
1735790400000000,3382.45000000,3420.65000000,3381.59000000,3411.54000000,1829.47870000,1735793999999999,6224763.42606900,4836,995.27340000,3386326.71996200,0
1735794000000000,3412.13000000,3412.73000000,3398.21000000,3406.15000000,1014.24240000,1735797599999999,3454245.65999400,2452,493.95950000,1682367.84073100,0
1735797600000000,3406.69000000,3409.59000000,3396.21000000,3405.43000000,669.39650000,1735801199999999,2276836.20909800,1765,312.55600000,1063237.76727800,0
1735801200000000,3405.43000000,3417.46000000,3403.93000000,3415.53000000,746.21940000,1735804799999999,2545720.15966300,2127,386.58020000,1318873.99206800,0
1735804800000000,3415.44000000,3437.89000000,3409.26000000,3432.81000000,1181.64310000,1735808399999999,4045705.26617700,3711,602.39350000,2062284.06417900,0
1735808400000000,3432.65000000,3467.51000000,3429.43000000,3464.04000000,1714.80440000,1735811999999999,5904971.67831000,5302,895.57590000,3084099.26063000,0
1735812000000000,3464.42000000,3472.21000000,3453.70000000,3464.41000000,1493.38530000,1735815599999999,5172057.94801300,4224,753.38980000,2609297.20870500,0
